number,name,votes,electronic,abroad,mandate,district,party
697,Johannes Kass,122,25,0,#N/A,12,Eesti Vabaerakond
225,Mati Köhler,121,24,1,#N/A,9,Eesti Konservatiivne Rahvaerakond
668,Raik-Hiio Mikelsaar,121,65,0,#N/A,9,Eesti Vabaerakond
457,Risto Lindeberg,119,27,0,#N/A,7,Erakond Isamaa ja Res Publica Liit
663,Tauno Kure,119,56,0,#N/A,9,Eesti Vabaerakond
846,Reet Laja,118,57,0,#N/A,2,Sotsiaaldemokraatlik Erakond
874,Anne Leht,118,49,0,#N/A,4,Sotsiaaldemokraatlik Erakond
455,Ants Pauls,118,30,0,#N/A,7,Erakond Isamaa ja Res Publica Liit
794,Kalle Mihkels,117,19,0,#N/A,9,Eesti Keskerakond
141,Riho Rausma,116,30,0,#N/A,1,Eesti Konservatiivne Rahvaerakond
175,Paul Puustusmaa,116,57,0,#N/A,4,Eesti Konservatiivne Rahvaerakond
745,Ago Kokser,116,14,0,#N/A,4,Eesti Keskerakond
239,Indrek Särg,116,23,0,#N/A,10,Eesti Konservatiivne Rahvaerakond
249,Veevi Hõrak,115,24,0,#N/A,11,Eesti Konservatiivne Rahvaerakond
815,Heidy Tamme,115,13,2,#N/A,11,Eesti Keskerakond
825,Anne Betker,115,7,4,#N/A,12,Eesti Keskerakond
967,Marek Ranne,114,48,0,#N/A,11,Üksikkandidaadid
624,Urmas Kristal,113,34,0,#N/A,4,Eesti Vabaerakond
956,Olev Ait,113,28,1,#N/A,5,Eesti Iseseisvuspartei
486,Jüri Kõre,113,49,2,#N/A,10,Erakond Isamaa ja Res Publica Liit
619,Liisa Ojangu,112,49,0,#N/A,4,Eesti Vabaerakond
869,Stanislav Tšerepanov,111,24,0,#N/A,4,Sotsiaaldemokraatlik Erakond
969,Urmo Karusoo,111,23,0,#N/A,10,Üksikkandidaadid
962,Argo Mõttus,111,19,0,#N/A,11,Eesti Iseseisvuspartei
695,Ants Erm,111,44,0,#N/A,12,Eesti Vabaerakond
617,Katrin Mesilane,110,52,1,#N/A,4,Eesti Vabaerakond
973,Ege Hirv,110,26,0,#N/A,4,Üksikkandidaadid
124,Pavo Raudsepp,109,28,0,#N/A,8,Rahva Ühtsuse Erakond
416,Urmas Mardi,108,49,0,#N/A,3,Erakond Isamaa ja Res Publica Liit
872,Eve Kislov,108,30,0,#N/A,4,Sotsiaaldemokraatlik Erakond
644,Inna Rose,108,38,0,#N/A,7,Eesti Vabaerakond
952,Raivo Orgusaar,107,23,0,#N/A,1,Eesti Iseseisvuspartei
677,Urmet Külaots,107,58,0,#N/A,10,Eesti Vabaerakond
251,Vaino Rauba,107,21,0,#N/A,11,Eesti Konservatiivne Rahvaerakond
782,Hannes Männik,105,20,0,#N/A,8,Eesti Keskerakond
520,Küllike Reimaa,104,42,1,#N/A,2,Erakond Eestimaa Rohelised
601,Heldur-Valdek Seeder,104,30,0,#N/A,2,Eesti Vabaerakond
639,Marika Tali,104,30,0,#N/A,6,Eesti Vabaerakond
458,Aivo Tamm,104,19,0,#N/A,7,Erakond Isamaa ja Res Publica Liit
658,Olev Rahnu,104,34,0,#N/A,8,Eesti Vabaerakond
616,Aivar Koitla,103,43,0,#N/A,4,Eesti Vabaerakond
540,Erno Ilsen,103,35,0,#N/A,8,Erakond Eestimaa Rohelised
199,Uno Trumm,102,32,1,#N/A,6,Eesti Konservatiivne Rahvaerakond
234,Ruuben Kaalep,102,20,0,#N/A,10,Eesti Konservatiivne Rahvaerakond
823,Avo Keel,102,15,1,#N/A,12,Eesti Keskerakond
143,Annika Soots,101,21,1,#N/A,1,Eesti Konservatiivne Rahvaerakond
434,Priit Põldmäe,101,36,0,#N/A,4,Erakond Isamaa ja Res Publica Liit
220,Helgi Liik,101,14,0,#N/A,8,Eesti Konservatiivne Rahvaerakond
185,Anett Leosk,100,46,0,#N/A,4,Eesti Konservatiivne Rahvaerakond
752,Vello Jõgisoo,100,26,0,#N/A,4,Eesti Keskerakond
824,Ants Lopsik,100,14,0,#N/A,12,Eesti Keskerakond
216,Tarmo Hints,99,26,0,#N/A,8,Eesti Konservatiivne Rahvaerakond
875,Mati Õunloo,98,29,1,#N/A,4,Sotsiaaldemokraatlik Erakond
333,Aime Keis,98,34,0,#N/A,7,Eesti Reformierakond
606,Tarmo Kaldma,97,60,0,#N/A,3,Eesti Vabaerakond
609,Eda Heinla,97,54,0,#N/A,3,Eesti Vabaerakond
860,Gerd Tarand,97,29,1,#N/A,3,Sotsiaaldemokraatlik Erakond
179,Heino Lõiveke,97,17,1,#N/A,4,Eesti Konservatiivne Rahvaerakond
882,Jaanus Sahk,97,24,0,#N/A,5,Sotsiaaldemokraatlik Erakond
121,Evelyn Danilov,97,19,0,#N/A,7,Rahva Ühtsuse Erakond
202,Kalmer Kalaus,96,19,0,#N/A,6,Eesti Konservatiivne Rahvaerakond
929,Jarno Laur,96,36,0,#N/A,10,Sotsiaaldemokraatlik Erakond
683,Kalle Kaljuste,96,33,0,#N/A,11,Eesti Vabaerakond
384,Kalev Päit,96,33,1,#N/A,12,Eesti Reformierakond
284,Toomas Viks,95,58,0,#N/A,2,Eesti Reformierakond
600,Holger Peel,95,44,0,#N/A,2,Eesti Vabaerakond
849,Reigo Kimmel,95,60,0,#N/A,2,Sotsiaaldemokraatlik Erakond
749,Indrek Uuemaa,95,10,0,#N/A,4,Eesti Keskerakond
640,Kristo Krumm,95,41,0,#N/A,6,Eesti Vabaerakond
207,Mart Kalaus,95,15,0,#N/A,7,Eesti Konservatiivne Rahvaerakond
530,Ivar Soone,94,36,0,#N/A,4,Erakond Eestimaa Rohelised
217,Raivo Asuküla,94,28,0,#N/A,8,Eesti Konservatiivne Rahvaerakond
686,Urmas Heinaste,93,46,1,#N/A,11,Eesti Vabaerakond
431,Kadri Tillemann,92,53,0,#N/A,4,Erakond Isamaa ja Res Publica Liit
385,Carmen Illak,92,50,0,#N/A,12,Eesti Reformierakond
237,Aili Tuhkanen,91,23,1,#N/A,10,Eesti Konservatiivne Rahvaerakond
272,Gerol Silkin,89,45,0,#N/A,1,Eesti Reformierakond
625,Egge Kulbok-Lattik,89,55,0,#N/A,4,Eesti Vabaerakond
747,Peeter Rebane,88,24,0,#N/A,4,Eesti Keskerakond
245,Artur Karask,88,17,0,#N/A,11,Eesti Konservatiivne Rahvaerakond
963,Peeter Paemurru,88,15,0,#N/A,12,Eesti Iseseisvuspartei
396,Henrik Aavik,87,47,0,#N/A,1,Erakond Isamaa ja Res Publica Liit
586,Kuido Merits,87,46,0,#N/A,1,Eesti Vabaerakond
832,Maris Sild,87,45,0,#N/A,1,Sotsiaaldemokraatlik Erakond
153,Veiko Hartwig Valgepea,87,43,0,#N/A,2,Eesti Konservatiivne Rahvaerakond
410,Sülvi Sarapuu,87,38,0,#N/A,2,Erakond Isamaa ja Res Publica Liit
192,Rein Merila,87,27,0,#N/A,5,Eesti Konservatiivne Rahvaerakond
421,Madis Kübar,86,41,2,#N/A,3,Erakond Isamaa ja Res Publica Liit
514,Eero Uustalu,85,37,0,#N/A,1,Erakond Eestimaa Rohelised
562,Jevgeni Golovatš,85,7,0,#N/A,4,Eestimaa Ühendatud Vasakpartei
255,Käde Kalamees,84,24,0,#N/A,12,Eesti Konservatiivne Rahvaerakond
139,Taivo Põrk,83,21,0,#N/A,1,Eesti Konservatiivne Rahvaerakond
198,Aigar Põder,83,31,1,#N/A,6,Eesti Konservatiivne Rahvaerakond
957,Toomas Tamm,83,14,0,#N/A,6,Eesti Iseseisvuspartei
971,Maarika Pähklemäe,82,24,0,#N/A,2,Üksikkandidaadid
469,Marko Tiitus,82,20,0,#N/A,8,Erakond Isamaa ja Res Publica Liit
751,Oliver Liidemann,81,2,0,#N/A,4,Eesti Keskerakond
804,Kätlin Takis,81,5,0,#N/A,10,Eesti Keskerakond
195,Piret Kollo,80,16,0,#N/A,5,Eesti Konservatiivne Rahvaerakond
126,Ott Kukk,80,28,0,#N/A,8,Rahva Ühtsuse Erakond
541,Ain Kuningas,80,24,0,#N/A,8,Erakond Eestimaa Rohelised
669,Agu Rillo,80,29,0,#N/A,9,Eesti Vabaerakond
926,Tõnu Ints,80,21,0,#N/A,10,Sotsiaaldemokraatlik Erakond
965,Jaak Vackermann,79,28,0,#N/A,4,Üksikkandidaadid
784,Ülle Leesmaa,79,18,0,#N/A,8,Eesti Keskerakond
835,Tiia Tiik,78,37,0,#N/A,1,Sotsiaaldemokraatlik Erakond
219,Gustav Siniväli,77,24,0,#N/A,8,Eesti Konservatiivne Rahvaerakond
238,Tiina Pärnpuu,77,24,1,#N/A,10,Eesti Konservatiivne Rahvaerakond
701,Jaanus Ojangu,77,27,0,#N/A,12,Eesti Vabaerakond
168,Piia Paemurru,76,24,0,#N/A,3,Eesti Konservatiivne Rahvaerakond
826,Argo Mengel,76,8,0,#N/A,12,Eesti Keskerakond
537,Reigo Lehtla,75,30,0,#N/A,6,Erakond Eestimaa Rohelised
679,Laili Jõgiaas,75,34,0,#N/A,10,Eesti Vabaerakond
500,Sirle Rosenfeldt,74,33,1,#N/A,11,Erakond Isamaa ja Res Publica Liit
645,Jüri Soone,73,37,0,#N/A,7,Eesti Vabaerakond
134,Juhan Liiv,73,15,1,#N/A,11,Rahva Ühtsuse Erakond
599,Kulno Kesküla,72,43,0,#N/A,2,Eesti Vabaerakond
632,Arles Taal,72,35,0,#N/A,5,Eesti Vabaerakond
129,Silver Kuusik,72,19,1,#N/A,10,Rahva Ühtsuse Erakond
690,Valev Elerand,72,26,0,#N/A,11,Eesti Vabaerakond
194,Aivar Rohilaid,71,19,0,#N/A,5,Eesti Konservatiivne Rahvaerakond
510,Mari Suurväli,71,21,1,#N/A,12,Erakond Isamaa ja Res Publica Liit
582,Ivika Puust,70,30,1,#N/A,1,Eesti Vabaerakond
294,Joel Jesse,70,32,0,#N/A,3,Eesti Reformierakond
621,Ülle Lennuk,70,20,0,#N/A,4,Eesti Vabaerakond
254,Helle Kullerkupp,70,15,0,#N/A,12,Eesti Konservatiivne Rahvaerakond
517,Mihkel Veskimägi,69,24,0,#N/A,1,Erakond Eestimaa Rohelised
594,Jaanus Luka,69,41,1,#N/A,2,Eesti Vabaerakond
607,Taavi Simson,69,28,0,#N/A,3,Eesti Vabaerakond
158,Alar Ehala,68,27,0,#N/A,2,Eesti Konservatiivne Rahvaerakond
610,Jaan Mihkel Uustalu,68,39,0,#N/A,3,Eesti Vabaerakond
759,Harald Tõru,68,8,1,#N/A,5,Eesti Keskerakond
230,Margit Avi,68,15,0,#N/A,9,Eesti Konservatiivne Rahvaerakond
847,Jevgenia Kirilova,67,17,0,#N/A,2,Sotsiaaldemokraatlik Erakond
954,Merle Otsmaa,67,12,1,#N/A,3,Eesti Iseseisvuspartei
748,Meelis Pai,67,11,0,#N/A,4,Eesti Keskerakond
959,Jaanus Kruusmaa,67,11,1,#N/A,8,Eesti Iseseisvuspartei
223,Kristian Suve,67,19,2,#N/A,9,Eesti Konservatiivne Rahvaerakond
546,Priit Truusalu,66,36,0,#N/A,10,Erakond Eestimaa Rohelised
678,Arvo Päike,66,10,0,#N/A,10,Eesti Vabaerakond
524,Maigi Käige,65,36,0,#N/A,3,Erakond Eestimaa Rohelised
756,Andres Kampmann,65,18,0,#N/A,5,Eesti Keskerakond
890,Paul Lettens,65,17,0,#N/A,6,Sotsiaaldemokraatlik Erakond
803,Rain Suursaar,65,14,0,#N/A,10,Eesti Keskerakond
529,Andres Meesak,63,35,1,#N/A,4,Erakond Eestimaa Rohelised
634,Jaan Laats,63,18,0,#N/A,5,Eesti Vabaerakond
200,Arno Pikhof,63,10,0,#N/A,6,Eesti Konservatiivne Rahvaerakond
487,Piret Orav,63,24,1,#N/A,10,Erakond Isamaa ja Res Publica Liit
516,Piret Käige,62,24,1,#N/A,1,Erakond Eestimaa Rohelised
406,Reet Trei,62,28,1,#N/A,2,Erakond Isamaa ja Res Publica Liit
657,Margus Sardis,62,32,1,#N/A,8,Eesti Vabaerakond
928,Tiina Merkuljeva,61,18,0,#N/A,10,Sotsiaaldemokraatlik Erakond
626,Mati Sarevet,60,38,0,#N/A,4,Eesti Vabaerakond
587,Jaanus Paasoja,59,29,0,#N/A,1,Eesti Vabaerakond
667,Heino Kaljurand,59,20,0,#N/A,9,Eesti Vabaerakond
689,Silver Saarva,59,34,0,#N/A,11,Eesti Vabaerakond
972,Tarmo Porroson,59,16,0,#N/A,11,Üksikkandidaadid
700,Rein Prins,59,13,0,#N/A,12,Eesti Vabaerakond
953,Lauri Liikane,58,8,1,#N/A,2,Eesti Iseseisvuspartei
633,Olev Vaher,58,33,0,#N/A,5,Eesti Vabaerakond
568,Viktor Malõgin,58,7,0,#N/A,7,Eestimaa Ühendatud Vasakpartei
647,Olav Kivirand,58,22,0,#N/A,7,Eesti Vabaerakond
572,Aleksandr Širokov,58,4,1,#N/A,9,Eestimaa Ühendatud Vasakpartei
259,Iivi Kallaste,58,17,0,#N/A,12,Eesti Konservatiivne Rahvaerakond
146,Rein Pika,57,8,0,#N/A,1,Eesti Konservatiivne Rahvaerakond
622,Mart Mutso,57,19,0,#N/A,4,Eesti Vabaerakond
627,Vahur Herm,57,17,0,#N/A,4,Eesti Vabaerakond
538,Aleksander Pototski,57,19,0,#N/A,7,Erakond Eestimaa Rohelised
666,Valeria Kaljuorg,57,16,0,#N/A,9,Eesti Vabaerakond
834,Raiko Puustusmaa,56,24,1,#N/A,1,Sotsiaaldemokraatlik Erakond
246,Endel-Haljand Susi,56,7,0,#N/A,11,Eesti Konservatiivne Rahvaerakond
101,Veronika Isberg,55,21,1,#N/A,1,Rahva Ühtsuse Erakond
651,Avo Blankin,55,18,0,#N/A,7,Eesti Vabaerakond
750,Väino Sassi,54,14,0,#N/A,4,Eesti Keskerakond
958,Hele Kängsepp,54,10,0,#N/A,7,Eesti Iseseisvuspartei
160,Triin Van Doorslaer,53,19,0,#N/A,2,Eesti Konservatiivne Rahvaerakond
533,Kalju Valdmann,53,19,0,#N/A,4,Erakond Eestimaa Rohelised
205,Kai Ird,52,19,0,#N/A,7,Eesti Konservatiivne Rahvaerakond
548,Zoja Mellov,52,20,0,#N/A,11,Erakond Eestimaa Rohelised
164,Kaarel Jaak Roosaare,51,18,0,#N/A,3,Eesti Konservatiivne Rahvaerakond
584,Peeter Kõluvere,50,19,0,#N/A,1,Eesti Vabaerakond
181,Veiko Värk,50,16,0,#N/A,4,Eesti Konservatiivne Rahvaerakond
116,Kaie Jaaniste,50,14,0,#N/A,5,Rahva Ühtsuse Erakond
161,Veiko Krass,49,21,0,#N/A,2,Eesti Konservatiivne Rahvaerakond
724,Helen Lausma-Saar,49,9,0,#N/A,2,Eesti Keskerakond
783,Are Riistan,49,18,0,#N/A,8,Eesti Keskerakond
551,Ove Varik,49,20,1,#N/A,12,Erakond Eestimaa Rohelised
836,Heinart Puhkim,48,13,0,#N/A,1,Sotsiaaldemokraatlik Erakond
598,Aldo Vaino,48,19,0,#N/A,2,Eesti Vabaerakond
543,Arvo Kuiv,48,13,0,#N/A,9,Erakond Eestimaa Rohelised
145,Urmas Siemer,47,11,0,#N/A,1,Eesti Konservatiivne Rahvaerakond
698,Enn Rähn,47,12,0,#N/A,12,Eesti Vabaerakond
970,Svetlana Ivnitskaja,46,8,0,#N/A,1,Üksikkandidaadid
197,Are Saarne,46,13,0,#N/A,6,Eesti Konservatiivne Rahvaerakond
228,Timo Avi,46,12,0,#N/A,9,Eesti Konservatiivne Rahvaerakond
699,Hillar Vaik,46,20,0,#N/A,12,Eesti Vabaerakond
155,Riho Nüüd,44,12,1,#N/A,2,Eesti Konservatiivne Rahvaerakond
532,Ain Kabal,44,17,0,#N/A,4,Erakond Eestimaa Rohelised
107,Kerli Green,43,16,0,#N/A,2,Rahva Ühtsuse Erakond
519,Darja Vorontsova,43,17,0,#N/A,2,Erakond Eestimaa Rohelised
525,Anne Artus,43,21,0,#N/A,3,Erakond Eestimaa Rohelised
122,Arnold Persidski,43,11,0,#N/A,7,Rahva Ühtsuse Erakond
539,Allan Selin,43,13,0,#N/A,7,Erakond Eestimaa Rohelised
549,Arvi Matvei,43,16,0,#N/A,11,Erakond Eestimaa Rohelised
966,Greete Reinson,42,18,0,#N/A,2,Üksikkandidaadid
968,Henn Leetna,42,8,0,#N/A,2,Üksikkandidaadid
108,Jane Snaith,41,17,1,#N/A,3,Rahva Ühtsuse Erakond
260,Tiina Toomjõe,41,11,0,#N/A,12,Eesti Konservatiivne Rahvaerakond
283,Olga Ašihmina,40,25,0,#N/A,2,Eesti Reformierakond
112,Andrei Šaršov,40,17,0,#N/A,4,Rahva Ühtsuse Erakond
659,Evi Kirschfeldt,40,14,0,#N/A,8,Eesti Vabaerakond
575,Niina Netšajeva,40,3,2,#N/A,11,Eestimaa Ühendatud Vasakpartei
515,Raivo Juurak,39,17,0,#N/A,1,Erakond Eestimaa Rohelised
182,Olavi Tutt,39,7,0,#N/A,4,Eesti Konservatiivne Rahvaerakond
186,Taavi Tapu,39,10,0,#N/A,4,Eesti Konservatiivne Rahvaerakond
120,Õnnela Raudsepp,39,5,0,#N/A,6,Rahva Ühtsuse Erakond
961,Veiko Rämmel,39,6,1,#N/A,10,Eesti Iseseisvuspartei
505,Tiit Matsulevitš,39,25,1,#N/A,12,Erakond Isamaa ja Res Publica Liit
104,Aleksandr Apolinsky,38,5,0,#N/A,2,Rahva Ühtsuse Erakond
218,Timo Kalaus,38,9,0,#N/A,8,Eesti Konservatiivne Rahvaerakond
133,Jaak Metsalu,38,3,0,#N/A,11,Rahva Ühtsuse Erakond
513,Andrei Gudim,37,11,0,#N/A,1,Erakond Eestimaa Rohelised
522,Evald Langebraun,37,9,0,#N/A,2,Erakond Eestimaa Rohelised
623,Loit Jõekalda,37,19,0,#N/A,4,Eesti Vabaerakond
899,Genadi Afanassjev,37,7,0,#N/A,7,Sotsiaaldemokraatlik Erakond
608,Margus Jaago,36,23,0,#N/A,3,Eesti Vabaerakond
159,Juhan Kobin,35,10,0,#N/A,2,Eesti Konservatiivne Rahvaerakond
527,Allan Talu,34,21,0,#N/A,3,Erakond Eestimaa Rohelised
123,Ljubov Dorošenko,34,2,1,#N/A,7,Rahva Ühtsuse Erakond
229,Maret Rätsep,34,6,0,#N/A,9,Eesti Konservatiivne Rahvaerakond
638,Rein Kotšin,33,20,0,#N/A,6,Eesti Vabaerakond
163,Andrus Leberecht,32,7,0,#N/A,3,Eesti Konservatiivne Rahvaerakond
170,Ivo Ratas,32,5,0,#N/A,3,Eesti Konservatiivne Rahvaerakond
136,Andres Lainela,32,8,0,#N/A,12,Rahva Ühtsuse Erakond
176,Jüri Derkun,31,6,1,#N/A,4,Eesti Konservatiivne Rahvaerakond
556,Valev Kald,30,7,0,#N/A,2,Eestimaa Ühendatud Vasakpartei
509,Georg Männik,30,7,0,#N/A,12,Erakond Isamaa ja Res Publica Liit
156,Olev Piir,29,8,0,#N/A,2,Eesti Konservatiivne Rahvaerakond
595,Aleksandr Dormidontov,29,6,0,#N/A,2,Eesti Vabaerakond
206,Ksenia Võhma,29,9,0,#N/A,7,Eesti Konservatiivne Rahvaerakond
140,Nikolai Jakobišvili,28,8,1,#N/A,1,Eesti Konservatiivne Rahvaerakond
142,Marika Istahl,28,6,0,#N/A,1,Eesti Konservatiivne Rahvaerakond
144,Aleksander Tšernikov,28,5,0,#N/A,1,Eesti Konservatiivne Rahvaerakond
559,Vladimir Drozdov,28,2,0,#N/A,3,Eestimaa Ühendatud Vasakpartei
240,Randon Värsi,28,9,0,#N/A,10,Eesti Konservatiivne Rahvaerakond
257,Mati Lehola,28,11,0,#N/A,12,Eesti Konservatiivne Rahvaerakond
258,Heiki Merirand,28,6,0,#N/A,12,Eesti Konservatiivne Rahvaerakond
964,Ilmar Ibragimov,26,6,0,#N/A,2,Üksikkandidaadid
649,Yury Gordeev,26,10,0,#N/A,7,Eesti Vabaerakond
105,Beatrice Fenice,25,6,1,#N/A,2,Rahva Ühtsuse Erakond
596,Alar Maas,25,10,0,#N/A,2,Eesti Vabaerakond
113,Raivo Algur,25,9,0,#N/A,4,Rahva Ühtsuse Erakond
183,Olav Kruus,25,6,0,#N/A,4,Eesti Konservatiivne Rahvaerakond
117,Aleks Saarnak,25,5,0,#N/A,5,Rahva Ühtsuse Erakond
648,Evhen Tsybulenko,25,9,0,#N/A,7,Eesti Vabaerakond
171,Kalju Mätik,24,4,0,#N/A,3,Eesti Konservatiivne Rahvaerakond
256,Andrus Lelov,24,10,0,#N/A,12,Eesti Konservatiivne Rahvaerakond
526,Mikk Paris,23,7,0,#N/A,3,Erakond Eestimaa Rohelised
131,Aulis Fischer,23,3,0,#N/A,10,Rahva Ühtsuse Erakond
201,Kristjan Siimson,22,4,0,#N/A,6,Eesti Konservatiivne Rahvaerakond
165,Wesse Allik,21,6,1,#N/A,3,Eesti Konservatiivne Rahvaerakond
570,Sergei Sumin,21,0,0,#N/A,9,Eestimaa Ühendatud Vasakpartei
576,Gennadi Vereštšagin,21,1,0,#N/A,12,Eestimaa Ühendatud Vasakpartei
102,Vadim Šaptšenko,20,5,1,#N/A,1,Rahva Ühtsuse Erakond
592,Raivo Olmet,20,6,0,#N/A,2,Eesti Vabaerakond
585,Magomed Murtuzaliev,19,14,0,#N/A,1,Eesti Vabaerakond
110,Mario Märtson,19,8,0,#N/A,3,Rahva Ühtsuse Erakond
563,Heino Rüütel,19,1,0,#N/A,4,Eestimaa Ühendatud Vasakpartei
641,Veana Heinmets,19,6,0,#N/A,6,Eesti Vabaerakond
208,Lauri Õun,19,4,2,#N/A,7,Eesti Konservatiivne Rahvaerakond
109,Andrea Green,18,4,0,#N/A,3,Rahva Ühtsuse Erakond
184,Toivo Kirtsi,18,3,0,#N/A,4,Eesti Konservatiivne Rahvaerakond
211,Tanel Liiva,18,3,0,#N/A,7,Eesti Konservatiivne Rahvaerakond
650,Eino Muruste,18,6,0,#N/A,7,Eesti Vabaerakond
558,Aleksei Davõdov,17,2,0,#N/A,2,Eestimaa Ühendatud Vasakpartei
115,Silja Trisberg,17,3,0,#N/A,4,Rahva Ühtsuse Erakond
567,Tõnu Veeremaa,17,3,0,#N/A,6,Eestimaa Ühendatud Vasakpartei
569,Eduard Tanvel,17,1,0,#N/A,8,Eestimaa Ühendatud Vasakpartei
552,Victor Polyakoff,16,2,0,#N/A,1,Eestimaa Ühendatud Vasakpartei
114,Taavi Keedus,16,7,0,#N/A,4,Rahva Ühtsuse Erakond
125,Ramo Pener,16,6,0,#N/A,8,Rahva Ühtsuse Erakond
573,Viivi-Helbe Peljuhhovska,16,0,0,#N/A,10,Eestimaa Ühendatud Vasakpartei
106,Marita Pitk,15,4,0,#N/A,2,Rahva Ühtsuse Erakond
169,Jaak Vimm,15,2,0,#N/A,3,Eesti Konservatiivne Rahvaerakond
566,Inna Kald,15,1,0,#N/A,5,Eestimaa Ühendatud Vasakpartei
209,Lauri Karp,15,4,0,#N/A,7,Eesti Konservatiivne Rahvaerakond
687,Eduard Kassin,15,3,0,#N/A,11,Eesti Vabaerakond
103,Aimar Jukkum,14,4,0,#N/A,1,Rahva Ühtsuse Erakond
130,Merlin Abedi,13,7,0,#N/A,10,Rahva Ühtsuse Erakond
166,Margus Reemets,12,5,0,#N/A,3,Eesti Konservatiivne Rahvaerakond
565,Madis Tänavsuu,12,0,0,#N/A,4,Eestimaa Ühendatud Vasakpartei
119,Allan Jaakus,12,2,0,#N/A,6,Rahva Ühtsuse Erakond
555,Jekaterina Kravtsova,11,1,0,#N/A,1,Eestimaa Ühendatud Vasakpartei
557,Vladimir Krutšinin,11,1,0,#N/A,2,Eestimaa Ühendatud Vasakpartei
167,Edgar Viigimäe,11,1,0,#N/A,3,Eesti Konservatiivne Rahvaerakond
560,Svetlana Moskvina,11,1,0,#N/A,3,Eestimaa Ühendatud Vasakpartei
521,Serge Tjurin,10,4,0,#N/A,2,Erakond Eestimaa Rohelised
553,Diana Vinogradova,9,0,0,#N/A,1,Eestimaa Ühendatud Vasakpartei
261,Tiina Espenberg,9,3,0,#N/A,12,Eesti Konservatiivne Rahvaerakond
571,Marijam Rannak,8,0,0,#N/A,9,Eestimaa Ühendatud Vasakpartei
210,Piret Janis,6,1,0,#N/A,7,Eesti Konservatiivne Rahvaerakond
574,Andres Laidvee,6,1,0,#N/A,10,Eestimaa Ühendatud Vasakpartei
554,Ada Leist,3,0,0,#N/A,1,Eestimaa Ühendatud Vasakpartei
564,Aleksandr Pauri,2,2,0,#N/A,4,Eestimaa Ühendatud Vasakpartei
